year,data_type,scenario,station_count,chla,chla_lower,chla_upper,chloride,chloride_lower,chloride_upper,chromium,chromium_lower,chromium_upper,copper,copper_lower,copper_upper,dissolved_oxygen,dissolved_oxygen_lower,dissolved_oxygen_upper,conductivity,conductivity_lower,conductivity_upper,iron,iron_lower,iron_upper,manganese,manganese_lower,manganese_upper,lead,lead_lower,lead_upper,pH,pH_lower,pH_upper,tds,tds_lower,tds_upper,temperature,temperature_lower,temperature_upper,total_nitrogen,total_nitrogen_lower,total_nitrogen_upper,total_phosphorus,total_phosphorus_lower,total_phosphorus_upper,tss,tss_lower,tss_upper,turbidity,turbidity_lower,turbidity_upper,zinc,zinc_lower,zinc_upper
2019,Future Projection,High Impact,18,0.03553342816952344,0.0,0.1350270270441891,47.853399461100786,7.297693705122894,95.29243152880154,0.09136069905643007,0.01725702093288124,0.23652269866831344,0.0859653090336323,0.024272557844790297,0.2326120126792404,4.608638861923724,2.2225210788671124,6.3583255640480125,434.17752056171594,98.50989568426154,935.7355687932285,20.799818587444665,6.533152138816893,35.21028373285252,4.875152172741598,1.7246615740807618,7.808402726884869,0.1766271727577658,0.08074385040355009,0.4471190716096586,7.1489925652816755,6.739992565281676,7.688992565281676,325.97886896756586,131.38173601833262,552.311239865795,21.62590334050442,19.878775724148262,23.488171172265137,0.22456004880918323,0.05818146719147021,1.0503285919302257,0.05537361744444989,0.02013586088889087,0.20035181584446415,136.29148197046058,64.33749220728382,385.0449936487386,89.72375936186558,46.77594614486091,207.52015684085754,0.7737756555559019,0.3982365373927709,1.8508713680897175
2020,Future Projection,High Impact,18,0.03604084074023169,0.0,0.13695519481288046,48.11346507314249,7.337353984252248,95.81031081862348,0.09265503603679673,0.017501506806950496,0.23987359329526264,0.08688353939015969,0.024531822886633328,0.23509663599690275,4.597831813089755,2.2173093678709908,6.34341557935803,435.85408198130773,98.89028822586197,939.3488792003376,21.184893939406848,6.654102994647721,35.86214578367352,4.96566371925858,1.756681453821393,7.953372685071901,0.17817498736369863,0.08145142279483365,0.4510372537263914,7.148034263734344,6.739034263734343,7.688034263734344,327.2904897020455,131.9103684712255,554.5335399688307,21.650543360185083,19.901391892546904,23.51496842024641,0.2288977014136378,0.05930531354807888,1.0706169761574242,0.05572901335111738,0.020265095764042684,0.20163770285222474,138.1382767479003,65.2092865621778,390.26248100061827,90.57392956529509,47.21916782808529,209.4864972529391,0.7963917587074698,0.4098762918147778,1.9049690868282678
2021,Future Projection,High Impact,18,0.03652350650785093,0.0,0.13878932472983355,48.360847135617355,7.375080008744,96.30293283744165,0.09388624745774088,0.017734068964239947,0.2430610628628181,0.08775698712375832,0.024778443423178823,0.23746008280546377,4.587551830246868,2.2123518350194855,6.3292327632020635,437.4488765356061,99.2521288042929,942.7859663794343,21.55118894484324,6.769155007632547,36.48221614712983,5.051760965562599,1.7871397055996554,8.091272374968044,0.1796473141605339,0.08212448647338692,0.4547643438463801,7.147122699104976,6.738122699104975,7.687122699104976,328.5381419384677,132.41321921516317,556.6474572169093,21.67398167192561,19.922905057397152,23.540458751021845,0.2330238042042571,0.060374349271102974,1.089915884209912,0.05606707639488661,0.020388027779958767,0.20286087641058975,139.89500228121523,66.03856300466656,395.2255084916864,91.38263647863101,47.64077333474504,211.3569381114959,0.8179048614927843,0.420948368714953,1.9564284286907403
2022,Future Projection,High Impact,18,0.03698263238820958,0.0,0.1405340030751964,48.59616423253711,7.41096611330999,96.77152939689842,0.0950574119891243,0.01795528893127904,0.24609307770517738,0.0885878363087208,0.025013036134227055,0.2397082629530093,4.577773208083352,2.207636083898205,6.315741651152225,438.9658920416882,99.59632220947475,946.0554248387654,21.89961953206199,6.878595867731753,37.07204532211033,5.133659199615466,1.8161124909099902,8.22244661762678,0.1810478347321645,0.08276472444898948,0.4583096616362793,7.146255592007186,6.737255592007187,7.686255592007187,329.7249454572966,132.8915456389288,558.6582775042411,21.696276883713818,19.943369012816845,23.564705903695693,0.2369486745872087,0.06139124750668589,1.108273573410172,0.056388651909456175,0.020504964330711337,0.20402439509057782,141.5660512992761,66.82739515780715,399.9464862757965,92.15190229039328,48.04181689821134,213.13615649294357,0.8383687578744838,0.4314804540527344,2.005378068835766
2023,Future Projection,High Impact,18,0.03741936643515651,0.0,0.14219359245359475,48.82000477921528,7.445102031903868,97.2172722324735,0.09617145815230779,0.0181657198732137,0.24897721943875245,0.08937816450077954,0.02523618762374952,0.24184679806093298,4.568471494950339,2.203150322673021,6.302908508401182,440.40892182849734,99.92372910420285,949.1654299274638,22.231056959020524,6.982699234100783,37.63310818878076,5.2115632096612,1.8436722568069226,8.347223416980366,0.18238005110951805,0.08337373765006541,0.4616820722372372,7.145430774221577,6.736430774221577,7.685430774221578,330.85386788550767,133.3465438077308,560.5710289289343,21.717484745192237,19.962834929353725,23.587770508779418,0.24068212678282364,0.06235855103009522,1.1257359475432982,0.056694544001113706,0.020616197818586802,0.2051311682949387,143.15560229503862,67.57775551286672,404.4372192564561,92.88365056580398,48.423301336287096,214.8286013699891,0.8578346182526901,0.44149888352738453,2.0519404068604348
2024,Future Projection,High Impact,18,0.037834800711293706,0.0,0.1437722427029161,49.03292849361187,7.477573122102727,97.64127593343291,0.09723117164298006,0.018365887977007347,0.2517206999201595,0.09012994793207828,0.02544845588670446,0.24388103558091778,4.559623431719953,2.1988833346043415,6.290701245407572,441.7815742221412,100.2351681762526,952.1237582781807,22.54632999192429,7.081725419380583,38.16680769655239,5.2856677963033025,1.869887917060436,8.465914780020519,0.18364729452745854,0.08395304892683819,0.46489000843236644,7.1446461832740535,6.735646183274053,7.684646183274054,331.9277321172008,133.77935145398925,562.390494365858,21.737658287061244,19.981351481938486,23.609710239799544,0.24423349636625938,0.06327867860398538,1.142346671640368,0.05698551755942041,0.020722006385243786,0.2061839635331757,144.66762997395233,68.29152036157821,408.70893660523535,93.57971105670228,48.78618055877387,216.43850473638028,0.8763511174176625,0.451028708430957,2.096231872863049
2025,Future Projection,High Impact,18,0.03822997401870157,0.0,0.14527390127106599,49.235467795919895,7.508460578545498,98.0446007298827,0.09823920229684789,0.01855629376718238,0.2543303792796173,0.09084506645278174,0.025650371704314848,0.24581606216635069,4.551206893625368,2.19482444999942,6.2790893376554315,443.0872815685865,100.53141818552554,954.9378072527173,22.84622697757393,7.175922040614789,38.67447837218632,5.3561582596077315,1.8948250244762916,8.57881749697841,0.18485273375460837,0.08450410685924954,0.46794149173309435,7.143899857278573,6.734899857278572,7.683899857278573,332.94922337230616,134.19105082225917,564.1212234263219,21.75684795368344,19.99896497159742,23.630579957511518,0.24761166361130027,0.06415393102656416,1.158147281163764,0.05726230016983343,0.020822654607212155,0.20718541334176097,146.10591519279458,68.97047448784686,412.7723198405443,94.24182427687717,49.131361952743234,217.96989218909434,0.8939645562621272,0.46009375828957483,2.1383632185790082
2026,Future Projection,High Impact,18,0.0386058744964852,0.0,0.14670232308664374,49.42812913989313,7.537841635961845,98.4282551438965,0.09919807071560566,0.018737413357392183,0.2568127830748458,0.0915253082316803,0.025842439971297974,0.2476567163916056,4.543200834937366,2.1909635195325654,6.268043749327006,444.32930881631205,100.81321991135455,957.6146134392827,23.13149781464294,7.265524638421313,39.157389656805464,5.423210862449594,1.9185459348121885,8.68621388345483,0.1859993830169207,0.08502828937916375,0.47084415243711925,7.143189930031401,6.7341899300314,7.683189930031401,333.92089591103263,134.58267137540588,565.7675438344737,21.775101729220832,20.015719441229137,23.650431847080178,0.2508250756956677,0.06498649688478664,1.1731772858674643,0.05752558393304841,0.02091839415747215,0.20813802186684788,147.47405441378177,69.61631563063978,416.63752953699316,94.87164585425843,49.45970865147707,219.42659299442715,0.9107189775576258,0.46871670044965813,2.1784397943178413
2027,Future Projection,High Impact,18,0.03896344209163685,0.0,0.14806107994822004,49.61139427924434,7.565789762299221,98.79319851134599,0.10011017456975252,0.018909699640953254,0.2591741186083593,0.09217237422754332,0.026025140958365178,0.24940760085099967,4.53558523633906,2.1872908888665425,6.257536860698088,445.5107616803803,101.0812780048382,960.1608702476291,23.40285582881493,7.350757265966583,39.61674908015864,5.486993271262131,1.9411099626996369,8.78837248635625,0.1870901095348142,0.08552690721591506,0.47360524870812964,7.142514626344635,6.733514626344635,7.682514626344636,334.84517942084847,134.95519236879827,567.3335722488636,21.792465257620233,20.031656785734732,23.66931554856982,0.2538817678233642,0.06577845802696254,1.1874742685920083,0.05777602719561177,0.021009464434767918,0.20904417112594081,148.77546869759828,70.23065872921757,420.3142307321207,95.47075067084894,49.77204169275036,220.81224966315364,0.9266562760843855,0.47691909675809707,2.2165618123938504
2028,Future Projection,High Impact,18,0.03930357090939307,0.0,0.14935356945569367,49.785721472280414,7.592374842430995,99.14034338074035,0.10097779459401753,0.019073583423314423,0.26142029044895654,0.09278788244240208,0.02619893151314883,0.25107309366767633,4.528341054867164,2.183797374511698,6.247542399074309,446.63459440834265,101.3362627508354,962.5829446460635,23.660979556469407,7.431833049215152,40.05370528007386,5.547664975290152,1.9625735299614322,8.885548755401967,0.18812764069271773,0.08600120717381382,0.476231684724994,7.141872257607311,6.732872257607311,7.681872257607312,335.72438509196616,135.30954529895735,568.8232245562356,21.808981956746894,20.04681685677686,23.687278281070256,0.2567893833168688,0.06653179476846147,1.201073979241173,0.05801425619613,0.021096093162229095,0.20990612696417948,150.01341225783005,70.8150399613237,423.81161709402306,96.04063680074995,50.06914207185332,222.13032705870185,0.9418163033900913,0.48472145747810036,2.2528245977090986
